Wavelength (nm)	Reflectance
608	0.7688672
609	0.7684771
610	0.7679552
611	0.7673137
612	0.7665447
613	0.7656491
614	0.7646278
615	0.7634816
616	0.7621948
617	0.7607823
618	0.759245
619	0.7575836
620	0.7557635
621	0.7533512
622	0.7508125
623	0.7481477
624	0.7453572
625	0.7424418
626	0.7394293
627	0.7362958
628	0.7330426
629	0.7296712
630	0.7261835
631	0.7225817
632	0.7188684
633	0.7150467
634	0.7111203
635	0.7070927
636	0.7030616
637	0.6995324
638	0.6959283
639	0.6922569
640	0.6885267
641	0.6847854
642	0.6810047
643	0.677195
644	0.6733676
645	0.6695344
646	0.6656695
647	0.661826
648	0.6580187
649	0.654263
650	0.6505753
651	0.6470076
652	0.6435394
653	0.6413772
654	0.6408359
655	0.6404924
656	0.6403648
657	0.6404702
658	0.6408246
659	0.6414428
660	0.6423378
661	0.6435054
662	0.6449758
663	0.6467563
664	0.6488514
665	0.6512634
666	0.6539929
667	0.6570294
668	0.6603671
669	0.6639976
670	0.6679099
671	0.6724465
672	0.6773159
673	0.6824157
674	0.6877257
675	0.6932245
676	0.6988898
677	0.7046986
678	0.7106277
679	0.7166539
680	0.7227545
681	0.7289353
682	0.735148
683	0.7413715
684	0.7475861
685	0.7537732
686	0.7598858
687	0.7659385
688	0.7719174
689	0.7776428
690	0.7825803
691	0.7874501
692	0.7922439
693	0.7969546
694	0.801576
695	0.8061028
696	0.8105308
697	0.8148562
698	0.8190765
699	0.8231895
700	0.8271938
701	0.8310885
702	0.8348732
703	0.8385481
704	0.8421136
705	0.8455705
706	0.8489201
707	0.8521636
708	0.8553029
709	0.8582212
710	0.8609328
711	0.8635555
712	0.8660911
713	0.8685416
714	0.8709087
715	0.8731946
716	0.8754011
717	0.8775303
718	0.8795842
719	0.8815649
720	0.8834743
721	0.8853191
722	0.8870961
723	0.8888072
724	0.8904544
725	0.8920395
726	0.8935644
727	0.8950309
728	0.8964405
729	0.8977952
730	0.8989952
731	0.9000968
732	0.9011524
733	0.9021634
734	0.903131
735	0.9040562
736	0.9049403
737	0.9057844
738	0.9065893
739	0.9073563
740	0.9080861
741	0.9087799
742	0.9094384
743	0.9100624
744	0.910653
745	0.9112107
746	0.9117364
747	0.9122308
748	0.9126946
749	0.9131284
750	0.9135329
751	0.9139087
752	0.9142295
753	0.9145031
754	0.9147503
755	0.9149716
756	0.9151674
757	0.9153382
758	0.9154844
759	0.9156063
760	0.9157042
761	0.9157804
762	0.9158336
763	0.915864
764	0.9158721
765	0.9158582
766	0.9158224
767	0.915765
768	0.9156864
769	0.9155868
770	0.9154664
771	0.9153227
772	0.9151585
773	0.9149741
774	0.9147696
775	0.9145465
776	0.9143148
777	0.9140637
778	0.9137938
779	0.913505
780	0.9131978
781	0.9128724
782	0.912529
783	0.9121679
784	0.9117895
785	0.9113939
786	0.9109816
787	0.9105528
788	0.9101079
789	0.9096473
790	0.9091713
791	0.9086804
792	0.9081749
793	0.9076553
794	0.9071222
795	0.906576
796	0.9060173
797	0.9054466
798	0.9048645
799	0.9042718
800	0.9036632
801	0.9029922
802	0.9023121
803	0.9016238
804	0.9009279
805	0.9002254
806	0.8995173
807	0.8988045
808	0.8980879
809	0.8973687
810	0.8966481
811	0.8959324
812	0.8952175
813	0.8945047
814	0.8937953
815	0.8930905
816	0.8923918
817	0.8917006
818	0.8910183
819	0.8903464
820	0.8896863
821	0.889035
822	0.8883989
823	0.8877795
824	0.8871786
825	0.8865976
826	0.8860384
827	0.8854496
828	0.8848147
829	0.8842052
830	0.8836227
831	0.883072
832	0.882551
833	0.8820612
834	0.8816039
835	0.8811805
836	0.8807924
837	0.8804407
838	0.8801266
839	0.8798511
840	0.8796151
841	0.8794183
842	0.8792631
843	0.8791502
844	0.87908
845	0.879053
846	0.8790694
847	0.8791293
848	0.8792328
849	0.8793798
850	0.87957
851	0.879803
852	0.8800784
853	0.8803956
854	0.8807538
855	0.8811523
856	0.8815573
857	0.8819983
858	0.8824767
859	0.8829914
860	0.8835411
861	0.884121
862	0.8847328
863	0.8853753
864	0.8860469
865	0.8867462
866	0.8874716
867	0.8882217
868	0.8889949
869	0.8897896
870	0.8906043
871	0.8914424
872	0.8922976
873	0.8931684
874	0.8940531
875	0.8949505
876	0.8958589
877	0.8967769
878	0.8977032
879	0.8986365
880	0.8995754
881	0.9005132
882	0.9014541
883	0.9023971
884	0.9033411
885	0.9042849
886	0.9052445
887	0.9062279
888	0.9072075
889	0.9081825
890	0.909152
891	0.9101154
892	0.911072
893	0.912021
894	0.9129621
895	0.9138945
896	0.9148179
897	0.9157317
898	0.9166356
899	0.9175291
900	0.918412
901	0.9192885
902	0.9201537
903	0.9210072
904	0.9218489
905	0.9226786
906	0.923496
907	0.9243012
908	0.925094
909	0.9258743
910	0.926642
911	0.9273932
912	0.9281319
913	0.9288582
914	0.929572
915	0.9302733
916	0.9309623
917	0.9316389
918	0.9323032
919	0.9329468
920	0.9335727
921	0.93419
922	0.9347955
923	0.9353893
924	0.9359715
925	0.9365422
926	0.9371015
927	0.9376496
928	0.9381866
929	0.9387125
930	0.9392276
931	0.9397295
932	0.9402208
933	0.9407018
934	0.9411726
935	0.9416334
936	0.9420842
937	0.9425252
938	0.9429565
939	0.9433783
940	0.9437908
941	0.9441939
942	0.944588
943	0.9449731
944	0.9453493
945	0.9457169
946	0.9460758
947	0.9464263
948	0.9467684
949	0.9471024
950	0.9474283
951	0.9477476
952	0.9480591
953	0.9483627
954	0.9486486
955	0.9488997
956	0.9491439
957	0.9493813
958	0.949612
959	0.949836
960	0.9500535
961	0.9502635
962	0.9504672
963	0.9506648
964	0.9508562
965	0.9510415
966	0.9512209
967	0.9513945
968	0.9515622
969	0.9517242
970	0.9518805
971	0.9520312
972	0.9521764
973	0.9523162
974	0.9524505
975	0.9525796
976	0.9527034
977	0.952822
978	0.9529354
979	0.9530438
980	0.9531472
981	0.9532458
982	0.9533395
983	0.9534283
984	0.9535122
985	0.9535913
986	0.9536656
987	0.9537352
988	0.9538001
989	0.9538604
990	0.9539161
991	0.9539673
992	0.9540146
993	0.9540611
994	0.9541032
995	0.9541409
996	0.9541743
997	0.9542035
998	0.9542284
999	0.9542491
1000	0.9542656
