Wavelength (nm)	Reflectance
595	0.0753265
596	0.0758145
597	0.0762999
598	0.0767825
599	0.0772623
600	0.0777394
601	0.0782153
602	0.0786886
603	0.0791591
604	0.0796269
605	0.0800921
606	0.0805527
607	0.0810105
608	0.0814655
609	0.0819178
610	0.0823672
611	0.0828158
612	0.0832617
613	0.0837048
614	0.0841453
615	0.084583
616	0.0850157
617	0.0854455
618	0.0858726
619	0.0862968
620	0.0867182
621	0.0871368
622	0.0875526
623	0.0879655
624	0.0883756
625	0.0887829
626	0.0891901
627	0.0895946
628	0.0899963
629	0.0903953
630	0.0907916
631	0.0911852
632	0.0915761
633	0.0919643
634	0.0923497
635	0.0927325
636	0.0931095
637	0.0934837
638	0.0938551
639	0.0942238
640	0.0945897
641	0.0949562
642	0.09532
643	0.0956812
644	0.0960398
645	0.0963957
646	0.0967454
647	0.0970924
648	0.0974368
649	0.0977784
650	0.0981173
651	0.0984573
652	0.0987947
653	0.0991296
654	0.0994618
655	0.0997915
656	0.1001186
657	0.1004432
658	0.1007652
659	0.1010847
660	0.1014017
661	0.101712
662	0.1020197
663	0.1023249
664	0.1026275
665	0.1029276
666	0.1032293
667	0.1035287
668	0.1038256
669	0.10412
670	0.104412
671	0.1047015
672	0.1049887
673	0.1052734
674	0.1055558
675	0.1058357
676	0.1061133
677	0.1063885
678	0.1066613
679	0.1069318
680	0.1071999
681	0.1074609
682	0.1077195
683	0.1079757
684	0.1082296
685	0.1084811
686	0.1087352
687	0.1089871
688	0.1092367
689	0.1094841
690	0.1097292
691	0.1099721
692	0.1102127
693	0.1104512
694	0.1106875
695	0.1109216
696	0.1111535
697	0.1113832
698	0.1116107
699	0.1118362
700	0.1120595
701	0.1122806
702	0.1124997
703	0.1127166
704	0.1129315
705	0.1131442
706	0.1133549
707	0.1135636
708	0.1137701
709	0.1139747
710	0.1141772
711	0.1143776
712	0.1145761
713	0.1147726
714	0.114967
715	0.1151595
716	0.11535
717	0.1155386
718	0.1157252
719	0.1159099
720	0.1160926
721	0.1162704
722	0.1164463
723	0.1166202
724	0.1167923
725	0.1169624
726	0.1171306
727	0.117297
728	0.1174614
729	0.117624
730	0.1177848
731	0.1179468
732	0.1181071
733	0.1182656
734	0.1184223
735	0.1185772
736	0.1187303
737	0.1188817
738	0.1190313
739	0.1191792
740	0.1193254
741	0.1194698
742	0.1196126
743	0.1197536
744	0.119893
745	0.1200307
746	0.1201667
747	0.120301
748	0.1204337
749	0.1205648
750	0.1206942
751	0.1208221
752	0.1209483
753	0.1210729
754	0.1211959
755	0.1213173
756	0.1214372
757	0.1215554
758	0.1216722
759	0.1217874
760	0.121901
761	0.1220166
762	0.1221308
763	0.1222434
764	0.1223546
765	0.1224643
766	0.1225725
767	0.1226793
768	0.1227846
769	0.1228885
770	0.122991
771	0.1230884
772	0.1231844
773	0.123279
774	0.1233722
775	0.123464
776	0.1235544
777	0.1236434
778	0.123731
779	0.1238173
780	0.1239021
781	0.1239857
782	0.1240679
783	0.1241487
784	0.1242283
785	0.1243065
786	0.1243834
787	0.124459
788	0.1245333
789	0.1246063
790	0.1246781
791	0.1247485
792	0.1248178
793	0.1248857
794	0.1249524
795	0.1250179
796	0.1250821
797	0.1251452
798	0.125207
799	0.1252676
800	0.125327
801	0.1253852
802	0.1254422
803	0.1254981
804	0.1255527
805	0.1256063
806	0.1256586
807	0.1257098
808	0.1257599
809	0.1258089
810	0.1258567
811	0.1259074
812	0.1259569
813	0.1260054
814	0.1260528
815	0.1260991
816	0.1261443
817	0.1261885
818	0.1262316
819	0.1262737
820	0.1263148
821	0.1263508
822	0.1263858
823	0.1264197
824	0.1264526
825	0.1264845
826	0.1265154
827	0.1265452
828	0.1265741
829	0.126602
830	0.1266289
831	0.1266589
832	0.1266879
833	0.126716
834	0.1267431
835	0.1267693
836	0.1267946
837	0.1268189
838	0.1268423
839	0.1268648
840	0.1268864
841	0.1269029
842	0.1269185
843	0.1269332
844	0.1269471
845	0.12696
846	0.1269721
847	0.1269832
848	0.1269936
849	0.127003
850	0.1270116
851	0.1270193
852	0.1270262
853	0.1270322
854	0.1270374
855	0.1270417
856	0.1270453
857	0.127048
858	0.1270499
859	0.127051
860	0.1270513
861	0.127055
862	0.1270579
863	0.1270601
864	0.1270615
865	0.1270621
866	0.127062
867	0.1270611
868	0.1270595
869	0.1270571
870	0.1270539
871	0.1270458
872	0.1270369
873	0.1270273
874	0.1270169
875	0.1270059
876	0.1269941
877	0.1269816
878	0.1269684
879	0.1269544
880	0.1269398
881	0.1269288
882	0.1269172
883	0.1269049
884	0.1268918
885	0.1268782
886	0.1268638
887	0.1268488
888	0.1268332
889	0.1268169
890	0.1268
891	0.1267824
892	0.1267642
893	0.1267454
894	0.1267259
895	0.1267058
896	0.1266851
897	0.1266638
898	0.1266419
899	0.1266194
900	0.1265963
901	0.1265682
902	0.1265395
903	0.1265102
904	0.1264803
905	0.1264498
906	0.1264188
907	0.1263871
908	0.126355
909	0.1263222
910	0.1262889
911	0.1262594
912	0.1262294
913	0.1261989
914	0.1261678
915	0.1261362
916	0.1261041
917	0.1260714
918	0.1260382
919	0.1260045
920	0.1259702
921	0.125931
922	0.1258913
923	0.1258511
924	0.1258103
925	0.1257691
926	0.1257274
927	0.1256851
928	0.1256424
929	0.1255992
930	0.1255555
931	0.1255158
932	0.1254757
933	0.125435
934	0.1253939
935	0.1253524
936	0.1253104
937	0.1252679
938	0.125225
939	0.1251816
940	0.1251378
941	0.1250935
942	0.1250488
943	0.1250037
944	0.1249582
945	0.1249122
946	0.1248658
947	0.1248189
948	0.1247717
949	0.124724
950	0.124676
951	0.124623
952	0.1245696
953	0.1245158
954	0.1244616
955	0.124407
956	0.124352
957	0.1242966
958	0.1242408
959	0.1241846
960	0.1241281
961	0.1240757
962	0.1240229
963	0.1239698
964	0.1239162
965	0.1238624
966	0.1238081
967	0.1237535
968	0.1236986
969	0.1236433
970	0.1235876
971	0.1235316
972	0.1234753
973	0.1234186
974	0.1233616
975	0.1233042
976	0.1232465
977	0.1231885
978	0.1231301
979	0.1230714
980	0.1230124
981	0.1229485
982	0.1228843
983	0.1228198
984	0.122755
985	0.1226898
986	0.1226244
987	0.1225586
988	0.1224926
989	0.1224262
990	0.1223595
991	0.1222971
992	0.1222345
993	0.1221715
994	0.1221082
995	0.1220447
996	0.1219808
997	0.1219167
998	0.1218523
999	0.1217877
1000	0.1217227
1001	0.1216575
1002	0.121592
1003	0.1215263
1004	0.1214603
1005	0.121394
1006	0.1213275
1007	0.1212607
1008	0.1211937
1009	0.1211264
1010	0.1210588
1011	0.120991
1012	0.120923
1013	0.1208547
1014	0.1207862
1015	0.1207175
1016	0.1206485
1017	0.1205792
1018	0.1205098
1019	0.1204401
1020	0.1203702
1021	0.1202954
1022	0.1202205
1023	0.1201453
1024	0.1200699
1025	0.1199943
1026	0.1199185
1027	0.1198425
1028	0.1197662
1029	0.1196898
1030	0.1196131
1031	0.1195408
1032	0.1194683
1033	0.1193956
1034	0.1193227
1035	0.1192496
1036	0.1191762
1037	0.1191028
1038	0.1190291
1039	0.1189552
1040	0.1188811
1041	0.1188068
1042	0.1187324
1043	0.1186577
1044	0.1185829
1045	0.1185079
1046	0.1184328
1047	0.1183574
1048	0.1182819
1049	0.1182062
1050	0.1181303
1051	0.1180543
1052	0.117978
1053	0.1179017
1054	0.1178251
1055	0.1177484
1056	0.1176715
1057	0.1175945
1058	0.1175173
1059	0.11744
1060	0.1173625
1061	0.1172848
1062	0.117207
1063	0.1171291
1064	0.117051
1065	0.1169727
1066	0.1168943
1067	0.1168158
1068	0.1167371
1069	0.1166583
1070	0.1165793
1071	0.1164956
1072	0.1164118
1073	0.1163279
1074	0.1162439
1075	0.1161597
1076	0.1160754
1077	0.1159909
1078	0.1159063
1079	0.1158216
1080	0.1157368
1081	0.1156564
1082	0.1155759
1083	0.1154953
1084	0.1154145
1085	0.1153336
1086	0.1152526
1087	0.1151715
1088	0.1150903
1089	0.115009
1090	0.1149275
1091	0.114846
1092	0.1147643
1093	0.1146825
1094	0.1146007
1095	0.1145187
1096	0.1144366
1097	0.1143544
1098	0.1142721
1099	0.1141897
1100	0.1141072
1101	0.1140247
1102	0.113942
1103	0.1138592
1104	0.1137763
1105	0.1136934
1106	0.1136103
1107	0.1135272
1108	0.113444
1109	0.1133606
1110	0.1132772
1111	0.1131937
1112	0.1131102
1113	0.1130265
1114	0.1129428
1115	0.112859
1116	0.1127751
1117	0.1126911
1118	0.112607
1119	0.1125229
1120	0.1124387
1121	0.1123544
1122	0.1122701
1123	0.1121857
1124	0.1121012
1125	0.1120166
1126	0.111932
1127	0.1118473
1128	0.1117625
1129	0.1116777
1130	0.1115928
1131	0.1115033
1132	0.1114138
1133	0.1113243
1134	0.1112346
1135	0.111145
1136	0.1110552
1137	0.1109654
1138	0.1108756
1139	0.1107857
1140	0.1106958
1141	0.1106102
1142	0.1105247
1143	0.110439
1144	0.1103534
1145	0.1102676
1146	0.1101819
1147	0.110096
1148	0.1100102
1149	0.1099242
1150	0.1098383
1151	0.1097523
1152	0.1096662
1153	0.1095801
1154	0.109494
1155	0.1094078
1156	0.1093216
1157	0.1092353
1158	0.1091491
1159	0.1090627
1160	0.1089764
1161	0.10889
1162	0.1088035
1163	0.108717
1164	0.1086305
1165	0.108544
1166	0.1084574
1167	0.1083708
1168	0.1082842
1169	0.1081975
1170	0.1081109
1171	0.1080241
1172	0.1079374
1173	0.1078506
1174	0.1077638
1175	0.107677
1176	0.1075902
1177	0.1075033
1178	0.1074164
1179	0.1073295
1180	0.1072426
1181	0.1071556
1182	0.1070687
1183	0.1069817
1184	0.1068947
1185	0.1068076
1186	0.1067206
1187	0.1066336
1188	0.1065465
1189	0.1064594
1190	0.1063723
1191	0.1062852
1192	0.1061981
1193	0.1061109
1194	0.1060238
1195	0.1059366
1196	0.1058495
1197	0.1057623
1198	0.1056751
1199	0.1055879
1200	0.1055007
1201	0.1054091
1202	0.1053175
1203	0.105226
1204	0.1051344
1205	0.1050428
1206	0.1049512
1207	0.1048597
1208	0.1047681
1209	0.1046765
1210	0.104585
1211	0.1044977
1212	0.1044105
1213	0.1043233
1214	0.1042361
1215	0.1041489
1216	0.1040617
1217	0.1039745
1218	0.1038873
1219	0.1038
1220	0.1037129
1221	0.1036257
1222	0.1035385
1223	0.1034513
1224	0.1033641
1225	0.103277
1226	0.1031898
1227	0.1031027
1228	0.1030155
1229	0.1029284
1230	0.1028413
1231	0.1027542
1232	0.1026671
1233	0.10258
1234	0.1024929
1235	0.1024059
1236	0.1023188
1237	0.1022318
1238	0.1021448
1239	0.1020578
1240	0.1019708
1241	0.1018838
1242	0.1017969
1243	0.1017099
1244	0.101623
1245	0.1015361
1246	0.1014492
1247	0.1013623
1248	0.1012755
1249	0.1011886
1250	0.1011018
1251	0.101015
1252	0.1009283
1253	0.1008415
1254	0.1007548
1255	0.1006681
1256	0.1005814
1257	0.1004948
1258	0.1004081
1259	0.1003215
1260	0.1002349
1261	0.1001484
1262	0.1000618
1263	0.0999753
1264	0.0998888
1265	0.0998023
1266	0.0997159
1267	0.0996295
1268	0.0995431
1269	0.0994568
1270	0.0993704
1271	0.0992799
1272	0.0991895
1273	0.099099
1274	0.0990086
1275	0.0989182
1276	0.0988279
1277	0.0987376
1278	0.0986473
1279	0.0985571
1280	0.0984669
1281	0.0983809
1282	0.098295
1283	0.098209
1284	0.0981232
1285	0.0980374
1286	0.0979515
1287	0.0978658
1288	0.09778
1289	0.0976944
1290	0.0976087
1291	0.0975231
1292	0.0974375
1293	0.0973519
1294	0.0972664
1295	0.0971809
1296	0.0970955
1297	0.0970101
1298	0.0969247
1299	0.0968394
1300	0.0967541
1301	0.0966688
1302	0.0965836
1303	0.0964984
1304	0.0964133
1305	0.0963282
1306	0.0962432
1307	0.0961581
1308	0.0960732
1309	0.0959882
1310	0.0959033
1311	0.0958185
1312	0.0957337
1313	0.0956489
1314	0.0955642
1315	0.0954795
1316	0.0953949
1317	0.0953103
1318	0.0952257
1319	0.0951412
1320	0.0950568
1321	0.0949724
1322	0.094888
1323	0.0948037
1324	0.0947194
1325	0.0946352
1326	0.094551
1327	0.0944668
1328	0.0943827
1329	0.0942987
1330	0.0942147
1331	0.0941307
1332	0.0940468
1333	0.0939629
1334	0.0938791
1335	0.0937954
1336	0.0937116
1337	0.093628
1338	0.0935443
1339	0.0934608
1340	0.0933773
1341	0.0932938
1342	0.0932103
1343	0.093127
1344	0.0930436
1345	0.0929604
1346	0.0928771
1347	0.092794
1348	0.0927108
1349	0.0926278
1350	0.0925447
1351	0.0924578
1352	0.0923708
1353	0.0922839
1354	0.0921971
1355	0.0921103
1356	0.0920236
1357	0.091937
1358	0.0918504
1359	0.0917638
1360	0.0916774
1361	0.0915949
1362	0.0915126
1363	0.0914303
1364	0.091348
1365	0.0912658
1366	0.0911836
1367	0.0911015
1368	0.0910195
1369	0.0909375
1370	0.0908556
1371	0.0907737
1372	0.0906919
1373	0.0906101
1374	0.0905284
1375	0.0904467
1376	0.0903651
1377	0.0902836
1378	0.0902021
1379	0.0901207
1380	0.0900393
1381	0.089958
1382	0.0898767
1383	0.0897955
1384	0.0897143
1385	0.0896333
1386	0.0895522
1387	0.0894712
1388	0.0893903
1389	0.0893095
1390	0.0892287
1391	0.0891479
1392	0.0890672
1393	0.0889866
1394	0.088906
1395	0.0888255
1396	0.0887451
1397	0.0886647
1398	0.0885843
1399	0.0885041
1400	0.0884238
1401	0.0883437
1402	0.0882636
1403	0.0881835
1404	0.0881036
1405	0.0880237
1406	0.0879438
1407	0.087864
1408	0.0877843
1409	0.0877046
1410	0.087625
1411	0.0875415
1412	0.0874582
1413	0.0873749
1414	0.0872916
1415	0.0872085
1416	0.0871254
1417	0.0870424
1418	0.0869594
1419	0.0868765
1420	0.0867937
1421	0.0867147
1422	0.0866359
1423	0.0865571
1424	0.0864784
1425	0.0863997
1426	0.0863211
1427	0.0862425
1428	0.086164
1429	0.0860856
1430	0.0860073
1431	0.085929
1432	0.0858507
1433	0.0857726
1434	0.0856945
1435	0.0856164
1436	0.0855384
1437	0.0854605
1438	0.0853827
1439	0.0853049
1440	0.0852271
1441	0.0851495
1442	0.0850719
1443	0.0849943
1444	0.0849169
1445	0.0848395
1446	0.0847621
1447	0.0846848
1448	0.0846076
1449	0.0845305
1450	0.0844534
1451	0.0843763
1452	0.0842994
1453	0.0842225
1454	0.0841456
1455	0.0840689
1456	0.0839922
1457	0.0839155
1458	0.083839
1459	0.0837625
1460	0.083686
1461	0.0836096
1462	0.0835333
1463	0.0834571
1464	0.0833809
1465	0.0833048
1466	0.0832287
1467	0.0831527
1468	0.0830768
1469	0.0830009
1470	0.0829251
1471	0.0828494
1472	0.0827738
1473	0.0826982
1474	0.0826226
1475	0.0825472
1476	0.0824718
1477	0.0823964
1478	0.0823212
1479	0.082246
1480	0.0821708
1481	0.0820921
1482	0.0820134
1483	0.0819347
1484	0.0818562
1485	0.0817777
1486	0.0816993
1487	0.081621
1488	0.0815427
1489	0.0814645
1490	0.0813864
1491	0.081312
1492	0.0812377
1493	0.0811634
1494	0.0810893
1495	0.0810151
1496	0.0809411
1497	0.0808671
1498	0.0807932
1499	0.0807193
1500	0.0806456
1501	0.0805718
1502	0.0804982
1503	0.0804246
1504	0.0803511
1505	0.0802776
1506	0.0802042
1507	0.0801309
1508	0.0800577
1509	0.0799845
1510	0.0799114
1511	0.0798383
1512	0.0797653
1513	0.0796924
1514	0.0796196
1515	0.0795468
1516	0.0794741
1517	0.0794014
1518	0.0793289
1519	0.0792563
1520	0.0791839
1521	0.0791115
1522	0.0790392
1523	0.078967
1524	0.0788948
1525	0.0788227
1526	0.0787506
1527	0.0786787
1528	0.0786067
1529	0.0785349
1530	0.0784631
1531	0.0783879
1532	0.0783127
1533	0.0782375
1534	0.0781625
1535	0.0780875
1536	0.0780126
1537	0.0779377
1538	0.077863
1539	0.0777883
1540	0.0777136
1541	0.0776426
1542	0.0775717
1543	0.0775008
1544	0.07743
1545	0.0773593
1546	0.0772886
1547	0.077218
1548	0.0771475
1549	0.077077
1550	0.0770066
1551	0.0769363
1552	0.076866
1553	0.0767958
1554	0.0767257
1555	0.0766556
1556	0.0765856
1557	0.0765157
1558	0.0764458
1559	0.076376
1560	0.0763063
1561	0.0762366
1562	0.076167
1563	0.0760975
1564	0.076028
1565	0.0759586
1566	0.0758893
1567	0.0758201
1568	0.0757509
1569	0.0756817
1570	0.0756127
1571	0.0755437
1572	0.0754748
1573	0.0754059
1574	0.0753371
1575	0.0752684
1576	0.0751998
1577	0.0751312
1578	0.0750627
1579	0.0749942
1580	0.0749258
1581	0.0748541
1582	0.0747824
1583	0.0747108
1584	0.0746392
1585	0.0745678
1586	0.0744964
1587	0.074425
1588	0.0743538
1589	0.0742826
1590	0.0742115
1591	0.0741439
1592	0.0740763
1593	0.0740088
1594	0.0739414
1595	0.0738741
1596	0.0738068
1597	0.0737396
1598	0.0736724
1599	0.0736053
1600	0.0735383
1601	0.0734714
1602	0.0734045
1603	0.0733377
1604	0.0732709
1605	0.0732042
1606	0.0731376
1607	0.073071
1608	0.0730046
1609	0.0729381
1610	0.0728718
1611	0.0728055
1612	0.0727393
1613	0.0726731
1614	0.0726071
1615	0.072541
1616	0.0724751
1617	0.0724092
1618	0.0723434
1619	0.0722776
1620	0.0722119
1621	0.0721463
1622	0.0720808
1623	0.0720153
1624	0.0719499
1625	0.0718845
1626	0.0718192
1627	0.071754
1628	0.0716888
1629	0.0716237
1630	0.0715587
1631	0.0714904
1632	0.0714222
1633	0.0713541
1634	0.071286
1635	0.0712181
1636	0.0711501
1637	0.0710823
1638	0.0710145
1639	0.0709468
1640	0.0708792
1641	0.0708149
1642	0.0707507
1643	0.0706865
1644	0.0706225
1645	0.0705584
1646	0.0704945
1647	0.0704306
1648	0.0703668
1649	0.070303
1650	0.0702394
1651	0.0701757
1652	0.0701122
1653	0.0700487
1654	0.0699853
1655	0.0699219
1656	0.0698586
1657	0.0697954
1658	0.0697322
1659	0.0696691
1660	0.0696061
1661	0.0695431
1662	0.0694802
1663	0.0694174
1664	0.0693546
1665	0.0692919
1666	0.0692293
1667	0.0691667
1668	0.0691042
1669	0.0690417
1670	0.0689794
1671	0.0689138
1672	0.0688483
1673	0.068783
1674	0.0687176
1675	0.0686524
1676	0.0685872
1677	0.068522
1678	0.068457
1679	0.068392
1680	0.0683271
1681	0.0682654
1682	0.0682039
1683	0.0681423
1684	0.0680809
1685	0.0680195
1686	0.0679581
1687	0.0678969
1688	0.0678357
1689	0.0677745
1690	0.0677135
1691	0.0676525
1692	0.0675915
1693	0.0675306
1694	0.0674698
1695	0.0674091
1696	0.0673484
1697	0.0672877
1698	0.0672272
1699	0.0671667
1700	0.0671062
1701	0.0670427
1702	0.0669793
1703	0.0669159
1704	0.0668525
1705	0.0667893
1706	0.0667261
1707	0.066663
1708	0.0666
1709	0.066537
1710	0.0664741
1711	0.0664143
1712	0.0663547
1713	0.0662951
1714	0.0662356
1715	0.0661761
1716	0.0661167
1717	0.0660573
1718	0.0659981
1719	0.0659388
1720	0.0658797
1721	0.0658206
1722	0.0657616
1723	0.0657026
1724	0.0656437
1725	0.0655849
1726	0.0655261
1727	0.0654674
1728	0.0654087
1729	0.0653501
1730	0.0652916
1731	0.0652331
1732	0.0651747
1733	0.0651164
1734	0.0650581
1735	0.0649999
1736	0.0649417
1737	0.0648836
1738	0.0648256
1739	0.0647676
1740	0.0647097
1741	0.0646488
1742	0.0645879
1743	0.0645271
1744	0.0644664
1745	0.0644058
1746	0.0643452
1747	0.0642847
1748	0.0642242
1749	0.0641638
1750	0.0641035
1751	0.0640463
1752	0.0639892
1753	0.0639321
1754	0.063875
1755	0.0638181
1756	0.0637611
1757	0.0637043
1758	0.0636475
1759	0.0635908
1760	0.0635341
1761	0.0634775
1762	0.0634209
1763	0.0633645
1764	0.063308
1765	0.0632517
1766	0.0631953
1767	0.0631391
1768	0.0630829
1769	0.0630268
1770	0.0629707
1771	0.0629117
1772	0.0628528
1773	0.0627939
1774	0.0627351
1775	0.0626764
1776	0.0626177
1777	0.0625591
1778	0.0625005
1779	0.062442
1780	0.0623836
1781	0.0623282
1782	0.0622729
1783	0.0622176
1784	0.0621624
1785	0.0621073
1786	0.0620522
1787	0.0619972
1788	0.0619422
1789	0.0618873
1790	0.0618324
1791	0.0617776
1792	0.0617229
1793	0.0616682
1794	0.0616136
1795	0.061559
1796	0.0615045
1797	0.0614501
1798	0.0613957
1799	0.0613413
1800	0.0612871
1801	0.0612299
1802	0.0611729
1803	0.0611159
1804	0.0610589
1805	0.061002
1806	0.0609452
1807	0.0608885
1808	0.0608318
1809	0.0607751
1810	0.0607186
1811	0.0606649
1812	0.0606114
1813	0.0605579
1814	0.0605045
1815	0.0604511
1816	0.0603978
1817	0.0603445
1818	0.0602913
1819	0.0602381
1820	0.0601851
1821	0.060132
1822	0.060079
1823	0.0600261
1824	0.0599733
1825	0.0599205
1826	0.0598677
1827	0.059815
1828	0.0597624
1829	0.0597098
1830	0.0596573
1831	0.059602
1832	0.0595467
1833	0.0594915
1834	0.0594364
1835	0.0593813
1836	0.0593263
1837	0.0592713
1838	0.0592164
1839	0.0591616
1840	0.0591068
1841	0.0590549
1842	0.0590031
1843	0.0589513
1844	0.0588996
1845	0.058848
1846	0.0587964
1847	0.0587448
1848	0.0586933
1849	0.0586419
1850	0.0585905
1851	0.0585392
1852	0.0584879
1853	0.0584367
1854	0.0583856
1855	0.0583345
1856	0.0582834
